id_loja,data,IdPurchase,IdSeller,quantidade,preco
346,2024-01-02,2637,117,1,44.97
346,2024-01-02,2639,117,1,52.9
339,2024-01-02,31033,375,1,44.97
339,2024-01-02,31033,375,1,44.96
339,2024-01-02,31036,375,1,47.45
339,2024-01-02,31037,375,1,52.9
339,2024-01-02,31040,375,1,47.45
339,2024-01-02,31045,375,1,44.97
339,2024-01-02,31045,375,1,44.96
339,2024-01-02,31047,375,1,52.9
339,2024-01-02,31049,375,1,44.97
339,2024-01-02,31049,375,1,44.96
339,2024-01-02,31030,311,2,94.9
339,2024-01-02,31031,311,2,94.9
339,2024-01-02,31034,311,1,44.97
339,2024-01-02,31034,311,2,89.93
339,2024-01-02,31038,311,1,44.97
339,2024-01-02,31038,311,1,44.96
339,2024-01-02,31039,311,1,47.45
339,2024-01-02,31042,311,1,47.45
339,2024-01-02,31043,311,2,94.9
339,2024-01-02,31032,245,1,47.45
339,2024-01-02,31035,245,1,47.45
339,2024-01-02,31041,245,1,47.45
339,2024-01-02,31044,245,1,47.45
339,2024-01-02,31046,245,1,36.49
339,2024-01-02,31048,245,1,47.45
338,2024-01-02,21384,108,1,47.45
338,2024-01-02,21385,108,1,44.97
338,2024-01-02,21385,108,1,44.96
338,2024-01-02,21386,108,1,52.9
338,2024-01-02,21387,108,1,47.45
338,2024-01-02,21388,108,1,44.97
338,2024-01-02,21388,108,1,44.96
338,2024-01-02,21389,108,2,94.9
338,2024-01-02,21390,108,1,44.97
338,2024-01-02,21390,108,2,89.93
338,2024-01-02,21391,108,1,36.49
338,2024-01-02,21392,108,1,52.9
338,2024-01-02,21382,60,3,134.9
338,2024-01-02,21383,60,1,44.97
337,2024-01-02,6935,249,1,44.97
337,2024-01-02,6935,249,2,89.93
337,2024-01-02,6937,249,1,47.45
337,2024-01-02,6939,249,1,44.97
337,2024-01-02,6939,249,2,89.93
337,2024-01-02,6942,249,2,89.93
337,2024-01-02,6942,249,1,44.97
337,2024-01-02,6944,249,1,52.9
337,2024-01-02,6945,249,1,47.45
337,2024-01-02,6946,249,1,47.45
337,2024-01-02,6947,249,1,44.97
337,2024-01-02,6947,249,1,44.96
337,2024-01-02,6948,249,1,52.9
337,2024-01-02,6949,249,1,44.97
337,2024-01-02,6949,249,1,44.96
337,2024-01-02,6932,150,1,52.9
337,2024-01-02,6933,150,1,44.96
337,2024-01-02,6933,150,1,44.97
337,2024-01-02,6934,150,2,89.93
337,2024-01-02,6934,150,1,44.97
337,2024-01-02,6936,150,1,52.9
337,2024-01-02,6938,150,1,47.45
337,2024-01-02,6940,150,1,44.97
337,2024-01-02,6940,150,1,44.96
337,2024-01-02,6941,150,1,44.97
337,2024-01-02,6941,150,1,44.96
337,2024-01-02,6943,150,1,52.9
335,2024-01-02,20315,236,2,94.9
335,2024-01-02,20316,236,1,47.45
335,2024-01-02,20317,236,1,47.45
335,2024-01-02,20319,236,1,47.45
335,2024-01-02,20320,236,1,44.97
335,2024-01-02,20320,236,1,44.96
335,2024-01-02,20321,236,1,44.97
335,2024-01-02,20321,236,2,89.93
335,2024-01-02,20322,236,2,94.9
335,2024-01-02,20323,236,1,44.97
335,2024-01-02,20323,236,1,44.96
335,2024-01-02,20312,198,1,47.45
335,2024-01-02,20313,198,1,44.97
335,2024-01-02,20313,198,1,44.96
335,2024-01-02,20314,198,1,47.45
335,2024-01-02,20318,198,3,134.9
334,2024-01-02,6808,73,1,44.97
334,2024-01-02,6809,73,1,47.45
334,2024-01-02,6810,73,1,44.97
334,2024-01-02,6810,73,1,44.96
334,2024-01-02,6811,73,1,44.97
334,2024-01-02,6811,73,1,44.96
334,2024-01-02,6804,58,3,134.9
334,2024-01-02,6805,58,1,47.45
334,2024-01-02,6806,58,1,47.45
334,2024-01-02,6807,58,1,52.9
333,2024-01-02,15477,430,1,47.45
333,2024-01-02,15484,430,1,44.97
333,2024-01-02,15484,430,1,44.96
333,2024-01-02,15488,430,1,44.97
333,2024-01-02,15488,430,1,44.96
333,2024-01-02,15489,430,1,47.45
333,2024-01-02,15490,430,1,44.97
333,2024-01-02,15490,430,2,89.93
333,2024-01-02,15473,428,1,44.96
333,2024-01-02,15473,428,1,44.97
333,2024-01-02,15474,428,2,89.93
333,2024-01-02,15474,428,1,44.97
333,2024-01-02,15475,428,1,52.9
333,2024-01-02,15478,428,1,44.97
333,2024-01-02,15478,428,2,89.93
333,2024-01-02,15476,384,1,44.97
333,2024-01-02,15476,384,1,44.96
333,2024-01-02,15481,384,1,36.49
333,2024-01-02,15481,384,2,72.98
333,2024-01-02,15481,384,3,109.47
333,2024-01-02,15482,384,1,47.45
333,2024-01-02,15483,384,1,44.96
333,2024-01-02,15483,384,1,44.97
333,2024-01-02,15479,109,1,44.97
333,2024-01-02,15479,109,1,44.96
333,2024-01-02,15480,109,1,44.97
333,2024-01-02,15480,109,1,44.96
333,2024-01-02,15485,109,1,44.97
333,2024-01-02,15485,109,2,89.94
333,2024-01-02,15491,109,2,72.98
333,2024-01-02,15491,109,1,36.49
333,2024-01-02,15491,109,3,109.47
333,2024-01-02,15492,109,2,94.9
333,2024-01-02,15493,109,1,44.97
332,2024-01-02,4854,433,1,52.9
332,2024-01-02,4855,433,2,72.98
332,2024-01-02,4855,433,1,36.49
332,2024-01-02,4855,433,4,145.96
332,2024-01-02,4856,433,1,52.9
332,2024-01-02,4857,433,1,47.45
332,2024-01-02,4862,433,1,44.97
332,2024-01-02,4862,433,1,44.96
332,2024-01-02,4863,433,1,52.9
332,2024-01-02,4864,433,1,47.45
332,2024-01-02,4866,433,1,47.45
332,2024-01-02,4867,433,1,44.96
332,2024-01-02,4867,433,1,44.97
332,2024-01-02,4861,322,1,47.45
332,2024-01-02,4858,101,1,52.9
332,2024-01-02,4859,101,1,52.9
332,2024-01-02,4860,101,1,44.96
332,2024-01-02,4860,101,1,44.97
332,2024-01-02,4865,101,1,52.9
332,2024-01-02,4868,101,1,52.9
331,2024-01-02,3111,251,1,52.9
331,2024-01-02,3112,251,2,88.97
331,2024-01-02,3112,251,1,44.48
331,2024-01-02,3112,251,1,44.49
331,2024-01-02,3114,251,1,52.9
331,2024-01-02,3113,127,1,52.9
331,2024-01-02,3115,127,1,44.97
331,2024-01-02,3115,127,1,44.96
331,2024-01-02,3116,127,1,47.45
331,2024-01-02,3117,127,3,134.9
331,2024-01-02,3118,127,1,52.9
331,2024-01-02,3119,127,1,52.9
331,2024-01-02,3120,127,2,94.9
330,2024-01-02,5337,376,1,47.45
330,2024-01-02,5338,376,3,133.45
330,2024-01-02,5338,376,1,44.48
330,2024-01-02,5338,376,1,44.49
330,2024-01-02,5339,376,2,94.9
330,2024-01-02,5340,376,1,47.45
330,2024-01-02,5341,376,1,47.45
330,2024-01-02,5342,376,1,52.9
330,2024-01-02,5347,376,1,47.45
330,2024-01-02,5349,376,2,94.9
330,2024-01-02,5343,355,1,47.45
330,2024-01-02,5345,355,1,44.97
330,2024-01-02,5345,355,1,44.96
330,2024-01-02,5346,355,1,47.45
330,2024-01-02,5348,355,1,47.45
330,2024-01-02,5354,355,1,52.9
330,2024-01-02,5356,355,1,52.9
330,2024-01-02,5357,355,1,52.9
330,2024-01-02,5344,266,1,47.45
330,2024-01-02,5350,266,1,44.97
330,2024-01-02,5351,266,1,52.9
330,2024-01-02,5352,266,1,47.45
330,2024-01-02,5353,266,2,89.93
330,2024-01-02,5353,266,1,44.97
330,2024-01-02,5355,266,1,52.9
329,2024-01-02,2312,346,1,52.9
329,2024-01-02,2314,346,1,52.9
329,2024-01-02,2315,346,1,44.97
329,2024-01-02,2310,209,1,52.9
329,2024-01-02,2311,209,1,47.45
329,2024-01-02,2313,209,1,52.9
327,2024-01-02,2592,421,1,44.97
327,2024-01-02,2593,421,2,94.9
327,2024-01-02,2596,421,1,47.45
327,2024-01-02,2597,421,1,52.9
327,2024-01-02,2598,421,1,47.45
327,2024-01-02,2599,421,1,47.45
327,2024-01-02,2600,421,1,44.97
327,2024-01-02,2600,421,1,44.96
327,2024-01-02,2601,421,1,44.97
327,2024-01-02,2601,421,1,44.96
327,2024-01-02,2602,421,1,44.97
327,2024-01-02,2602,421,1,44.96
327,2024-01-02,2603,421,1,52.9
327,2024-01-02,2604,421,1,44.97
327,2024-01-02,2604,421,1,44.96
327,2024-01-02,2589,288,1,52.9
327,2024-01-02,2590,246,1,52.9
327,2024-01-02,2591,246,1,44.97
327,2024-01-02,2591,246,1,44.96
327,2024-01-02,2594,246,1,44.97
327,2024-01-02,2594,246,1,44.96
327,2024-01-02,2595,246,1,44.97
327,2024-01-02,2595,246,1,44.96
326,2024-01-02,4574,210,1,47.45
326,2024-01-02,4575,210,1,44.96
326,2024-01-02,4581,210,1,47.45
326,2024-01-02,4582,210,1,47.45
326,2024-01-02,4569,178,1,47.45
326,2024-01-02,4570,178,1,47.45
326,2024-01-02,4571,178,1,44.97
326,2024-01-02,4571,178,1,44.96
326,2024-01-02,4572,178,1,44.97
326,2024-01-02,4576,178,1,47.45
326,2024-01-02,4578,178,2,89.93
326,2024-01-02,4578,178,1,44.97
326,2024-01-02,4579,178,1,47.45
326,2024-01-02,4573,15,1,47.45
326,2024-01-02,4577,15,1,52.9
326,2024-01-02,4580,15,1,44.96
324,2024-01-02,3737,361,1,47.45
324,2024-01-02,3733,95,1,44.96
324,2024-01-02,3733,95,1,44.97
324,2024-01-02,3734,95,1,44.97
324,2024-01-02,3734,95,2,89.93
324,2024-01-02,3735,95,1,52.9
324,2024-01-02,3736,95,1,52.9
324,2024-01-02,3738,95,1,52.9
324,2024-01-02,3739,95,1,44.97
324,2024-01-02,3739,95,1,44.96
322,2024-01-02,2362,206,1,47.45
321,2024-01-02,2971,180,2,94.9
321,2024-01-02,2972,180,1,52.9
321,2024-01-02,2973,180,1,47.45
321,2024-01-02,2974,180,1,52.9
321,2024-01-02,2975,177,1,47.45
321,2024-01-02,2976,177,1,44.96
321,2024-01-02,2976,177,1,44.97
320,2024-01-02,6636,257,2,94.9
320,2024-01-02,6637,257,1,52.9
320,2024-01-02,6638,257,1,47.45
320,2024-01-02,6639,257,1,52.9
320,2024-01-02,6640,257,1,47.45
320,2024-01-02,6647,257,1,47.45
320,2024-01-02,6650,257,1,47.45
320,2024-01-02,6651,257,1,47.45
320,2024-01-02,6652,257,1,47.45
320,2024-01-02,6653,257,1,44.97
320,2024-01-02,6653,257,2,89.93
320,2024-01-02,6654,257,1,47.45
320,2024-01-02,6655,257,1,52.9
320,2024-01-02,6656,257,1,44.96
320,2024-01-02,6656,257,1,44.97
320,2024-01-02,6657,257,2,94.9
320,2024-01-02,6658,257,1,47.45
320,2024-01-02,6641,247,2,94.9
320,2024-01-02,6642,247,1,52.9
320,2024-01-02,6643,247,1,44.96
320,2024-01-02,6643,247,1,44.97
320,2024-01-02,6644,247,1,52.9
320,2024-01-02,6645,247,1,52.9
320,2024-01-02,6646,247,1,52.9
320,2024-01-02,6648,247,1,52.9
320,2024-01-02,6649,247,1,47.45
319,2024-01-02,3446,328,1,47.45
319,2024-01-02,3447,328,1,52.9
319,2024-01-02,3448,328,1,44.97
319,2024-01-02,3448,328,2,89.93
319,2024-01-02,3449,94,1,47.45
319,2024-01-02,3450,94,1,52.9
319,2024-01-02,3451,94,1,47.45
285,2024-01-02,9858,344,2,94.9
285,2024-01-02,9861,344,2,89.93
285,2024-01-02,9861,344,1,44.97
285,2024-01-02,9862,344,1,52.9
285,2024-01-02,9863,344,1,47.45
285,2024-01-02,9864,344,1,47.45
285,2024-01-02,9865,344,1,52.9
285,2024-01-02,9866,344,1,47.45
285,2024-01-02,9867,344,1,44.97
285,2024-01-02,9867,344,1,44.96
285,2024-01-02,9868,344,1,52.9
285,2024-01-02,9869,344,1,47.45
284,2024-01-02,9160,332,1,44.97
284,2024-01-02,9160,332,1,44.96
284,2024-01-02,9161,332,1,47.45
284,2024-01-02,9164,332,1,52.9
284,2024-01-02,9166,332,1,47.45
284,2024-01-02,9167,332,1,52.9
284,2024-01-02,9168,332,1,52.9
284,2024-01-02,9169,332,1,47.45
284,2024-01-02,9162,321,1,52.9
284,2024-01-02,9163,321,1,47.45
284,2024-01-02,9165,321,1,47.45
284,2024-01-02,9170,321,1,47.45
284,2024-01-02,9171,321,1,52.9
284,2024-01-02,9172,321,1,47.45
284,2024-01-02,9173,321,2,94.9
284,2024-01-02,9174,321,1,52.9
284,2024-01-02,9175,321,1,52.9
284,2024-01-02,9176,321,1,52.9
283,2024-01-02,9636,420,1,47.45
283,2024-01-02,9637,420,1,52.9
283,2024-01-02,9640,420,1,47.45
283,2024-01-02,9626,343,1,52.9
283,2024-01-02,9627,343,1,52.9
283,2024-01-02,9628,343,2,88.97
283,2024-01-02,9628,343,1,44.48
283,2024-01-02,9631,343,1,47.45
283,2024-01-02,9633,343,1,47.45
283,2024-01-02,9629,335,1,47.45
283,2024-01-02,9630,335,1,47.45
283,2024-01-02,9632,335,1,52.9
283,2024-01-02,9634,335,1,44.97
283,2024-01-02,9634,335,1,44.96
283,2024-01-02,9635,335,1,52.9
283,2024-01-02,9638,335,1,47.45
283,2024-01-02,9639,335,1,52.9
283,2024-01-02,9641,335,1,44.48
283,2024-01-02,9641,335,2,88.96
282,2024-01-02,8634,443,1,47.45
282,2024-01-02,8635,443,1,44.97
282,2024-01-02,8635,443,1,44.96
282,2024-01-02,8636,443,2,94.9
282,2024-01-02,8637,443,1,44.96
282,2024-01-02,8637,443,1,44.97
282,2024-01-02,8633,442,1,47.45
282,2024-01-02,8638,442,2,94.9
282,2024-01-02,8632,203,1,52.9
282,2024-01-02,8639,203,1,52.9
282,2024-01-02,8640,203,1,44.97
282,2024-01-02,8640,203,1,44.96
282,2024-01-02,8629,49,1,47.45
282,2024-01-02,8630,49,1,52.9
282,2024-01-02,8631,49,1,52.9
784,2024-01-03,442,446,3,134.9
784,2024-01-03,444,446,1,52.9
784,2024-01-03,443,418,1,44.97
784,2024-01-03,443,418,1,44.96
784,2024-01-03,445,418,1,52.9
784,2024-01-03,446,418,1,44.97
784,2024-01-03,447,418,1,52.9
783,2024-01-03,532,354,2,89.93
783,2024-01-03,532,354,1,44.97
783,2024-01-03,535,354,1,52.9
783,2024-01-03,537,354,2,94.9
783,2024-01-03,539,354,1,52.9
783,2024-01-03,540,354,1,52.9
783,2024-01-03,541,354,1,52.9
783,2024-01-03,531,184,1,44.97
783,2024-01-03,531,184,1,44.96
783,2024-01-03,533,184,1,44.96
783,2024-01-03,533,184,1,44.97
783,2024-01-03,534,184,1,44.97
783,2024-01-03,534,184,1,44.96
783,2024-01-03,536,184,2,89.94
783,2024-01-03,538,184,1,52.9
783,2024-01-03,542,184,1,52.9
773,2024-01-03,660,133,2,89.93
773,2024-01-03,660,133,1,44.97
773,2024-01-03,661,133,1,47.45
773,2024-01-03,662,133,2,89.93
773,2024-01-03,662,133,1,44.97
704,2024-01-03,1323,457,1,52.9
704,2024-01-03,1324,457,3,134.88
704,2024-01-03,1325,457,1,47.45
704,2024-01-03,1326,457,1,52.9
704,2024-01-03,1327,457,1,52.9
704,2024-01-03,1328,457,1,47.45
704,2024-01-03,1329,457,1,44.97
704,2024-01-03,1329,457,1,44.96
704,2024-01-03,1330,457,1,44.97
704,2024-01-03,1330,457,1,44.96
704,2024-01-03,1331,457,1,52.9
