id_loja,data,Week,Meta_de_receita
350,2024-04-14,16,13326
349,2024-04-14,16,15991
351,2024-04-14,16,19422
359,2024-04-14,16,13326
358,2024-04-14,16,10251
353,2024-04-14,16,14351
282,2024-04-14,16,10251
283,2024-04-14,16,12301
284,2024-04-14,16,14351
285,2024-04-14,16,10251
352,2024-04-14,16,16401
498,2024-04-14,16,7175
543,2024-04-14,16,7175
654,2024-04-14,16,10251
655,2024-04-14,16,8200
704,2024-04-14,16,9225
773,2024-04-14,16,9225
339,2024-04-14,16,24601
333,2024-04-14,16,17426
334,2024-04-14,16,13326
335,2024-04-14,16,18451
336,2024-04-14,16,21526
337,2024-04-14,16,13326
338,2024-04-14,16,16401
783,2024-04-14,16,10251
784,2024-04-14,16,6150
978,2024-04-14,16,0
988,2024-04-14,16,0
1046,2024-04-14,16,0
319,2024-04-21,17,10251
320,2024-04-21,17,21526
321,2024-04-21,17,9225
322,2024-04-21,17,9225
332,2024-04-21,17,15376
330,2024-04-21,17,19476
329,2024-04-21,17,8200
331,2024-04-21,17,11276
324,2024-04-21,17,18451
392,2024-04-21,17,11276
326,2024-04-21,17,13326
327,2024-04-21,17,11276
354,2024-04-21,17,12301
357,2024-04-21,17,16185
346,2024-04-21,17,11276
348,2024-04-21,17,11276
356,2024-04-21,17,15376
347,2024-04-21,17,14351
350,2024-04-21,17,13326
349,2024-04-21,17,15991
351,2024-04-21,17,19422
359,2024-04-21,17,13326
358,2024-04-21,17,10251
353,2024-04-21,17,14351
282,2024-04-21,17,10251
283,2024-04-21,17,12301
284,2024-04-21,17,14351
285,2024-04-21,17,10251
352,2024-04-21,17,16401
498,2024-04-21,17,7175
543,2024-04-21,17,7175
654,2024-04-21,17,10251
655,2024-04-21,17,8200
704,2024-04-21,17,9225
773,2024-04-21,17,9225
339,2024-04-21,17,24601
333,2024-04-21,17,17426
334,2024-04-21,17,13326
335,2024-04-21,17,18451
336,2024-04-21,17,21526
337,2024-04-21,17,13326
338,2024-04-21,17,16401
783,2024-04-21,17,10251
784,2024-04-21,17,6150
978,2024-04-21,17,0
988,2024-04-21,17,0
1046,2024-04-21,17,0
319,2024-04-28,18,10790
320,2024-04-28,18,22659
321,2024-04-28,18,9711
322,2024-04-28,18,9711
332,2024-04-28,18,16185
330,2024-04-28,18,20501
329,2024-04-28,18,8632
331,2024-04-28,18,11869
324,2024-04-28,18,19422
392,2024-04-28,18,11869
326,2024-04-28,18,14027
327,2024-04-28,18,11869
354,2024-04-28,18,12948
357,2024-04-28,18,17264
346,2024-04-28,18,11869
348,2024-04-28,18,11869
356,2024-04-28,18,16185
347,2024-04-28,18,15106
350,2024-04-28,18,14027
349,2024-04-28,18,16832
351,2024-04-28,18,20501
359,2024-04-28,18,14027
358,2024-04-28,18,10790
353,2024-04-28,18,15106
282,2024-04-28,18,10790
283,2024-04-28,18,12948
284,2024-04-28,18,15106
285,2024-04-28,18,10790
352,2024-04-28,18,17264
498,2024-04-28,18,7553
543,2024-04-28,18,7553
654,2024-04-28,18,10790
655,2024-04-28,18,8632
704,2024-04-28,18,9711
773,2024-04-28,18,9711
339,2024-04-28,18,25896
333,2024-04-28,18,18343
334,2024-04-28,18,14027
335,2024-04-28,18,19422
336,2024-04-28,18,22659
337,2024-04-28,18,14027
338,2024-04-28,18,17264
783,2024-04-28,18,10790
784,2024-04-28,18,6474
978,2024-04-28,18,0
988,2024-04-28,18,0
1046,2024-04-28,18,0
319,2024-05-05,19,19584
320,2024-05-05,19,32046
321,2024-05-05,19,16023
322,2024-05-05,19,14243
332,2024-05-05,19,24925
330,2024-05-05,19,28486
329,2024-05-05,19,14243
331,2024-05-05,19,17804
324,2024-05-05,19,28486
392,2024-05-05,19,17804
326,2024-05-05,19,24925
327,2024-05-05,19,17091
354,2024-05-05,19,21364
357,2024-05-05,19,25637
346,2024-05-05,19,17804
348,2024-05-05,19,17804
356,2024-05-05,19,24925
347,2024-05-05,19,24925
350,2024-05-05,19,21364
349,2024-05-05,19,26705
351,2024-05-05,19,32046
359,2024-05-05,19,23145
358,2024-05-05,19,17804
353,2024-05-05,19,23145
282,2024-05-05,19,17804
283,2024-05-05,19,23145
284,2024-05-05,19,24925
285,2024-05-05,19,16023
352,2024-05-05,19,26705
498,2024-05-05,19,12462
543,2024-05-05,19,10682
654,2024-05-05,19,16023
655,2024-05-05,19,14243
704,2024-05-05,19,15311
773,2024-05-05,19,16023
339,2024-05-05,19,39168
333,2024-05-05,19,28486
334,2024-05-05,19,21364
335,2024-05-05,19,28486
336,2024-05-05,19,37387
337,2024-05-05,19,21364
338,2024-05-05,19,28486
783,2024-05-05,19,16023
784,2024-05-05,19,12462
978,2024-05-05,19,23145
988,2024-05-05,19,19584
1046,2024-05-05,19,0
319,2024-05-12,20,13649
320,2024-05-12,20,22335
321,2024-05-12,20,11168
322,2024-05-12,20,9927
332,2024-05-12,20,17372
330,2024-05-12,20,19854
329,2024-05-12,20,9927
331,2024-05-12,20,12409
324,2024-05-12,20,19854
392,2024-05-12,20,12409
326,2024-05-12,20,17372
327,2024-05-12,20,11912
354,2024-05-12,20,14890
357,2024-05-12,20,17868
346,2024-05-12,20,12409
348,2024-05-12,20,12409
356,2024-05-12,20,17372
347,2024-05-12,20,17372
350,2024-05-12,20,14890
349,2024-05-12,20,18613
351,2024-05-12,20,22335
359,2024-05-12,20,16131
358,2024-05-12,20,12409
353,2024-05-12,20,16131
282,2024-05-12,20,12409
283,2024-05-12,20,16131
284,2024-05-12,20,17372
285,2024-05-12,20,11168
352,2024-05-12,20,18613
498,2024-05-12,20,8686
543,2024-05-12,20,7445
654,2024-05-12,20,11168
655,2024-05-12,20,9927
704,2024-05-12,20,10671
773,2024-05-12,20,11168
339,2024-05-12,20,27299
333,2024-05-12,20,19854
334,2024-05-12,20,14890
335,2024-05-12,20,19854
336,2024-05-12,20,26058
337,2024-05-12,20,14890
338,2024-05-12,20,19854
783,2024-05-12,20,11168
784,2024-05-12,20,8686
978,2024-05-12,20,16131
988,2024-05-12,20,13649
1046,2024-05-12,20,0
319,2024-05-19,21,13056
320,2024-05-19,21,21364
321,2024-05-19,21,10682
322,2024-05-19,21,9495
332,2024-05-19,21,16617
330,2024-05-19,21,18990
329,2024-05-19,21,9495
331,2024-05-19,21,11869
324,2024-05-19,21,18990
392,2024-05-19,21,11869
326,2024-05-19,21,16617
327,2024-05-19,21,11394
354,2024-05-19,21,14243
357,2024-05-19,21,17091
346,2024-05-19,21,11869
348,2024-05-19,21,11869
356,2024-05-19,21,16617
347,2024-05-19,21,16617
350,2024-05-19,21,14243
349,2024-05-19,21,17804
351,2024-05-19,21,21364
359,2024-05-19,21,15430
358,2024-05-19,21,11869
353,2024-05-19,21,15430
282,2024-05-19,21,11869
283,2024-05-19,21,15430
284,2024-05-19,21,16617
285,2024-05-19,21,10682
352,2024-05-19,21,17804
498,2024-05-19,21,8308
543,2024-05-19,21,7121
654,2024-05-19,21,10682
655,2024-05-19,21,9495
704,2024-05-19,21,10207
773,2024-05-19,21,10682
339,2024-05-19,21,26112
333,2024-05-19,21,18990
334,2024-05-19,21,14243
335,2024-05-19,21,18990
336,2024-05-19,21,24925
337,2024-05-19,21,14243
338,2024-05-19,21,18990
783,2024-05-19,21,10682
784,2024-05-19,21,8308
978,2024-05-19,21,15430
988,2024-05-19,21,13056
1046,2024-05-19,21,0
319,2024-05-26,22,13056
320,2024-05-26,22,21364
321,2024-05-26,22,10682
322,2024-05-26,22,9495
332,2024-05-26,22,16617
330,2024-05-26,22,18990
329,2024-05-26,22,9495
331,2024-05-26,22,11869
324,2024-05-26,22,18990
392,2024-05-26,22,11869
326,2024-05-26,22,16617
327,2024-05-26,22,11394
354,2024-05-26,22,14243
357,2024-05-26,22,17091
346,2024-05-26,22,11869
348,2024-05-26,22,11869
356,2024-05-26,22,16617
347,2024-05-26,22,16617
350,2024-05-26,22,14243
349,2024-05-26,22,17804
351,2024-05-26,22,21364
359,2024-05-26,22,15430
358,2024-05-26,22,11869
353,2024-05-26,22,15430
282,2024-05-26,22,11869
283,2024-05-26,22,15430
284,2024-05-26,22,16617
285,2024-05-26,22,10682
352,2024-05-26,22,17804
498,2024-05-26,22,8308
543,2024-05-26,22,7121
654,2024-05-26,22,10682
655,2024-05-26,22,9495
704,2024-05-26,22,10207
773,2024-05-26,22,10682
339,2024-05-26,22,26112
333,2024-05-26,22,18990
334,2024-05-26,22,14243
335,2024-05-26,22,18990
336,2024-05-26,22,24925
337,2024-05-26,22,14243
338,2024-05-26,22,18990
783,2024-05-26,22,10682
784,2024-05-26,22,8308
978,2024-05-26,22,15430
988,2024-05-26,22,13056
1046,2024-05-26,22,0
319,2024-06-02,23,18397
320,2024-06-02,23,36794
321,2024-06-02,23,16056
322,2024-06-02,23,12711
332,2024-06-02,23,21742
330,2024-06-02,23,28432
329,2024-06-02,23,13380
331,2024-06-02,23,18397
324,2024-06-02,23,26759
392,2024-06-02,23,16725
326,2024-06-02,23,23414
327,2024-06-02,23,16056
354,2024-06-02,23,22745
357,2024-06-02,23,30104
346,2024-06-02,23,20069
348,2024-06-02,23,18397
356,2024-06-02,23,25087
347,2024-06-02,23,26090
350,2024-06-02,23,23414
349,2024-06-02,23,23414
351,2024-06-02,23,25087
359,2024-06-02,23,21742
358,2024-06-02,23,15052
353,2024-06-02,23,25087
282,2024-06-02,23,21742
283,2024-06-02,23,22745
284,2024-06-02,23,24083
285,2024-06-02,23,15052
352,2024-06-02,23,26759
498,2024-06-02,23,11707
543,2024-06-02,23,10035
654,2024-06-02,23,15052
655,2024-06-02,23,11707
704,2024-06-02,23,15721
773,2024-06-02,23,20069
339,2024-06-02,23,36794
333,2024-06-02,23,30104
334,2024-06-02,23,17393
335,2024-06-02,23,28432
336,2024-06-02,23,33449
337,2024-06-02,23,19400
338,2024-06-02,23,30104
783,2024-06-02,23,16725
784,2024-06-02,23,10035
978,2024-06-02,23,20069
988,2024-06-02,23,18397
1046,2024-06-02,23,18397
346,2024-06-15,24,16185
282,2024-06-15,24,17534
332,2024-06-15,24,17534
543,2024-06-15,24,8093
347,2024-06-15,24,21041
783,2024-06-15,24,13488
784,2024-06-15,24,8093
348,2024-06-15,24,14836
349,2024-06-15,24,18883
330,2024-06-15,24,22929
350,2024-06-15,24,18883
773,2024-06-15,24,16185
351,2024-06-15,24,20231
324,2024-06-15,24,21580
329,2024-06-15,24,10790
320,2024-06-15,24,29673
321,2024-06-15,24,12948
322,2024-06-15,24,10251
392,2024-06-15,24,13488
498,2024-06-15,24,9441
283,2024-06-15,24,18343
352,2024-06-15,24,21580
353,2024-06-15,24,20231
326,2024-06-15,24,18883
704,2024-06-15,24,12678
333,2024-06-15,24,24278
334,2024-06-15,24,14027
354,2024-06-15,24,18343
654,2024-06-15,24,12139
335,2024-06-15,24,22929
336,2024-06-15,24,26975
337,2024-06-15,24,15646
356,2024-06-15,24,20231
988,2024-06-15,24,14836
357,2024-06-15,24,24278
1046,2024-06-15,24,14836
339,2024-06-15,24,29673
978,2024-06-15,24,16185
358,2024-06-15,24,12139
655,2024-06-15,24,9441
319,2024-06-15,24,14836
359,2024-06-15,24,17534
284,2024-06-15,24,19422
331,2024-06-15,24,14836
338,2024-06-15,24,24278
285,2024-06-15,24,12139
327,2024-06-15,24,12948
346,2024-06-22,25,14890
282,2024-06-22,25,16131
332,2024-06-22,25,16131
543,2024-06-22,25,7445
347,2024-06-22,25,19357
783,2024-06-22,25,12409
784,2024-06-22,25,7445
348,2024-06-22,25,13649
349,2024-06-22,25,17372
330,2024-06-22,25,21094
350,2024-06-22,25,17372
773,2024-06-22,25,14890
351,2024-06-22,25,18613
324,2024-06-22,25,19854
329,2024-06-22,25,9927
320,2024-06-22,25,27299
321,2024-06-22,25,11912
322,2024-06-22,25,9430
392,2024-06-22,25,12409
498,2024-06-22,25,8686
283,2024-06-22,25,16876
352,2024-06-22,25,19854
353,2024-06-22,25,18613
326,2024-06-22,25,17372
704,2024-06-22,25,11664
333,2024-06-22,25,22335
334,2024-06-22,25,12905
354,2024-06-22,25,16876
654,2024-06-22,25,11168
335,2024-06-22,25,21094
336,2024-06-22,25,24817
337,2024-06-22,25,14394
356,2024-06-22,25,18613
988,2024-06-22,25,13649
357,2024-06-22,25,22335
1046,2024-06-22,25,13649
339,2024-06-22,25,27299
978,2024-06-22,25,14890
358,2024-06-22,25,11168
655,2024-06-22,25,8686
319,2024-06-22,25,13649
359,2024-06-22,25,16131
284,2024-06-22,25,17868
331,2024-06-22,25,13649
338,2024-06-22,25,22335
285,2024-06-22,25,11168
327,2024-06-22,25,11912
346,2024-06-29,26,13595
282,2024-06-29,26,14728
332,2024-06-29,26,14728
543,2024-06-29,26,6798
347,2024-06-29,26,17674
783,2024-06-29,26,11330
784,2024-06-29,26,6798
348,2024-06-29,26,12462
349,2024-06-29,26,15861
330,2024-06-29,26,19260
350,2024-06-29,26,15861
773,2024-06-29,26,13595
351,2024-06-29,26,16994
324,2024-06-29,26,18127
329,2024-06-29,26,9064
320,2024-06-29,26,24925
321,2024-06-29,26,10876
322,2024-06-29,26,8610
392,2024-06-29,26,11330
498,2024-06-29,26,7931
283,2024-06-29,26,15408
352,2024-06-29,26,18127
353,2024-06-29,26,16994
326,2024-06-29,26,15861
704,2024-06-29,26,10650
333,2024-06-29,26,20393
334,2024-06-29,26,11783
354,2024-06-29,26,15408
654,2024-06-29,26,10197
335,2024-06-29,26,19260
336,2024-06-29,26,22659
337,2024-06-29,26,13142
356,2024-06-29,26,16994
988,2024-06-29,26,12462
357,2024-06-29,26,20393
1046,2024-06-29,26,12462
339,2024-06-29,26,24925
978,2024-06-29,26,13595
358,2024-06-29,26,10197
655,2024-06-29,26,7931
319,2024-06-29,26,12462
359,2024-06-29,26,14728
284,2024-06-29,26,16314
331,2024-06-29,26,12462
338,2024-06-29,26,20393
285,2024-06-29,26,10197
327,2024-06-29,26,10876
346,2024-01-06,1,9840
282,2024-01-06,1,9225
332,2024-01-06,1,14351
543,2024-01-06,1,7175
347,2024-01-06,1,15376
783,2024-01-06,1,8200
784,2024-01-06,1,7175
348,2024-01-06,1,9225
349,2024-01-06,1,13326
330,2024-01-06,1,16401
350,2024-01-06,1,14351
773,2024-01-06,1,8200
351,2024-01-06,1,14351
324,2024-01-06,1,12301
329,2024-01-06,1,7175
320,2024-01-06,1,17426
321,2024-01-06,1,8200
322,2024-01-06,1,7175
392,2024-01-06,1,13326
498,2024-01-06,1,7175
283,2024-01-06,1,12301
352,2024-01-06,1,14351
353,2024-01-06,1,12301
326,2024-01-06,1,15376
704,2024-01-06,1,7175
333,2024-01-06,1,15376
334,2024-01-06,1,9225
354,2024-01-06,1,12301
654,2024-01-06,1,9225
335,2024-01-06,1,13326
336,2024-01-06,1,17426
337,2024-01-06,1,10251
356,2024-01-06,1,14351
988,2024-01-06,1,0
357,2024-01-06,1,14351
1046,2024-01-06,1,0
339,2024-01-06,1,19476
978,2024-01-06,1,0
358,2024-01-06,1,9225
655,2024-01-06,1,8200
319,2024-01-06,1,9225
359,2024-01-06,1,12301
284,2024-01-06,1,11276
331,2024-01-06,1,9225
338,2024-01-06,1,14351
285,2024-01-06,1,8200
327,2024-01-06,1,8200
346,2024-01-13,2,10876
282,2024-01-13,2,10197
332,2024-01-13,2,15861
543,2024-01-13,2,7931
347,2024-01-13,2,16994
783,2024-01-13,2,9064
784,2024-01-13,2,7931
348,2024-01-13,2,10197
349,2024-01-13,2,14728
330,2024-01-13,2,18127
350,2024-01-13,2,15861
773,2024-01-13,2,9064
351,2024-01-13,2,15861
324,2024-01-13,2,13595
329,2024-01-13,2,7931
320,2024-01-13,2,19260
321,2024-01-13,2,9064
322,2024-01-13,2,7931
392,2024-01-13,2,14728
498,2024-01-13,2,7931
283,2024-01-13,2,13595
352,2024-01-13,2,15861
353,2024-01-13,2,13595
326,2024-01-13,2,16994
704,2024-01-13,2,7931
333,2024-01-13,2,16994
334,2024-01-13,2,10197
354,2024-01-13,2,13595
654,2024-01-13,2,10197
335,2024-01-13,2,14728
336,2024-01-13,2,19260
337,2024-01-13,2,11330
356,2024-01-13,2,15861
988,2024-01-13,2,0
357,2024-01-13,2,15861
1046,2024-01-13,2,0
339,2024-01-13,2,21526
978,2024-01-13,2,0
358,2024-01-13,2,10197
655,2024-01-13,2,9064
319,2024-01-13,2,10197
359,2024-01-13,2,13595
284,2024-01-13,2,12462
331,2024-01-13,2,10197
338,2024-01-13,2,15861
285,2024-01-13,2,9064
327,2024-01-13,2,9064
346,2024-01-20,3,10358
282,2024-01-20,3,9711
332,2024-01-20,3,15106
543,2024-01-20,3,7553
347,2024-01-20,3,16185
783,2024-01-20,3,8632
784,2024-01-20,3,7553
348,2024-01-20,3,9711
349,2024-01-20,3,14027
330,2024-01-20,3,17264
350,2024-01-20,3,15106
773,2024-01-20,3,8632
351,2024-01-20,3,15106
324,2024-01-20,3,12948
329,2024-01-20,3,7553
320,2024-01-20,3,18343
321,2024-01-20,3,8632
322,2024-01-20,3,7553
392,2024-01-20,3,14027
498,2024-01-20,3,7553
283,2024-01-20,3,12948
352,2024-01-20,3,15106
353,2024-01-20,3,12948
326,2024-01-20,3,16185
704,2024-01-20,3,7553
333,2024-01-20,3,16185
334,2024-01-20,3,9711
354,2024-01-20,3,12948
654,2024-01-20,3,9711
335,2024-01-20,3,14027
336,2024-01-20,3,18343
337,2024-01-20,3,10790
356,2024-01-20,3,15106
988,2024-01-20,3,0
357,2024-01-20,3,15106
1046,2024-01-20,3,0
339,2024-01-20,3,20501
978,2024-01-20,3,0
358,2024-01-20,3,9711
655,2024-01-20,3,8632
319,2024-01-20,3,9711
359,2024-01-20,3,12948
284,2024-01-20,3,11869
331,2024-01-20,3,9711
338,2024-01-20,3,15106
285,2024-01-20,3,8632
327,2024-01-20,3,8632
346,2024-01-27,4,9840
282,2024-01-27,4,9225
332,2024-01-27,4,14351
543,2024-01-27,4,7175
347,2024-01-27,4,15376
783,2024-01-27,4,8200
784,2024-01-27,4,7175
348,2024-01-27,4,9225
349,2024-01-27,4,13326
330,2024-01-27,4,16401
350,2024-01-27,4,14351
773,2024-01-27,4,8200
351,2024-01-27,4,14351
324,2024-01-27,4,12301
329,2024-01-27,4,7175
320,2024-01-27,4,17426
321,2024-01-27,4,8200
322,2024-01-27,4,7175
392,2024-01-27,4,13326
498,2024-01-27,4,7175
283,2024-01-27,4,12301
352,2024-01-27,4,14351
353,2024-01-27,4,12301
326,2024-01-27,4,15376
704,2024-01-27,4,7175
333,2024-01-27,4,15376
334,2024-01-27,4,9225
354,2024-01-27,4,12301
654,2024-01-27,4,9225
335,2024-01-27,4,13326
336,2024-01-27,4,17426
337,2024-01-27,4,10251
356,2024-01-27,4,14351
988,2024-01-27,4,0
357,2024-01-27,4,14351
1046,2024-01-27,4,0
339,2024-01-27,4,19476
978,2024-01-27,4,0
358,2024-01-27,4,9225
655,2024-01-27,4,8200
319,2024-01-27,4,9225
359,2024-01-27,4,12301
284,2024-01-27,4,11276
331,2024-01-27,4,9225
338,2024-01-27,4,14351
285,2024-01-27,4,8200
327,2024-01-27,4,8200
346,2024-02-03,5,10876
282,2024-02-03,5,10197
332,2024-02-03,5,15861
543,2024-02-03,5,7931
347,2024-02-03,5,16994
783,2024-02-03,5,9064
784,2024-02-03,5,7931
348,2024-02-03,5,10197
349,2024-02-03,5,14728
330,2024-02-03,5,18127
350,2024-02-03,5,15861
773,2024-02-03,5,9064
351,2024-02-03,5,15861
324,2024-02-03,5,13595
329,2024-02-03,5,7931
320,2024-02-03,5,19260
321,2024-02-03,5,9064
322,2024-02-03,5,7931
392,2024-02-03,5,14728
498,2024-02-03,5,7931
283,2024-02-03,5,13595
352,2024-02-03,5,15861
353,2024-02-03,5,13595
326,2024-02-03,5,16994
704,2024-02-03,5,7931
333,2024-02-03,5,16994
334,2024-02-03,5,10197
354,2024-02-03,5,13595
654,2024-02-03,5,10197
335,2024-02-03,5,14728
336,2024-02-03,5,19260
337,2024-02-03,5,11330
356,2024-02-03,5,15861
988,2024-02-03,5,0
357,2024-02-03,5,15861
1046,2024-02-03,5,0
339,2024-02-03,5,21526
978,2024-02-03,5,0
358,2024-02-03,5,10197
655,2024-02-03,5,9064
319,2024-02-03,5,10197
359,2024-02-03,5,13595
284,2024-02-03,5,12462
331,2024-02-03,5,10197
338,2024-02-03,5,15861
285,2024-02-03,5,9064
327,2024-02-03,5,9064
346,2024-02-10,6,11330
282,2024-02-10,6,13595
332,2024-02-10,6,20069
543,2024-02-10,6,9711
347,2024-02-10,6,16185
783,2024-02-10,6,11330
784,2024-02-10,6,9711
348,2024-02-10,6,11330
349,2024-02-10,6,14567
330,2024-02-10,6,24278
350,2024-02-10,6,14567
773,2024-02-10,6,9711
351,2024-02-10,6,22012
324,2024-02-10,6,18775
329,2024-02-10,6,9711
320,2024-02-10,6,26543
321,2024-02-10,6,11330
322,2024-02-10,6,11330
392,2024-02-10,6,16185
498,2024-02-10,6,9711
283,2024-02-10,6,14567
352,2024-02-10,6,19422
353,2024-02-10,6,15538
326,2024-02-10,6,18775
704,2024-02-10,6,9711
333,2024-02-10,6,18775
334,2024-02-10,6,12948
354,2024-02-10,6,14567
654,2024-02-10,6,11330
335,2024-02-10,6,17804
336,2024-02-10,6,23306
337,2024-02-10,6,12948
356,2024-02-10,6,17804
988,2024-02-10,6,0
357,2024-02-10,6,17804
1046,2024-02-10,6,0
339,2024-02-10,6,25249
978,2024-02-10,6,0
358,2024-02-10,6,9711
655,2024-02-10,6,11330
319,2024-02-10,6,12948
359,2024-02-10,6,15538
284,2024-02-10,6,17804
331,2024-02-10,6,12948
338,2024-02-10,6,20393
285,2024-02-10,6,13595
327,2024-02-10,6,12301
655,2024-02-17,7,7366
282,2024-02-17,7,8837
332,2024-02-17,7,13045
543,2024-02-17,7,6312
347,2024-02-17,7,10520
346,2024-02-17,7,7366
784,2024-02-17,7,6312
783,2024-02-17,7,7366
348,2024-02-17,7,7366
654,2024-02-17,7,7366
321,2024-02-17,7,7387
773,2024-02-17,7,6312
351,2024-02-17,7,14308
324,2024-02-17,7,12203
329,2024-02-17,7,6312
320,2024-02-17,7,17253
322,2024-02-17,7,7387
349,2024-02-17,7,9470
392,2024-02-17,7,10520
498,2024-02-17,7,6312
283,2024-02-17,7,9470
352,2024-02-17,7,12624
353,2024-02-17,7,10099
326,2024-02-17,7,12203
704,2024-02-17,7,6312
333,2024-02-17,7,12203
334,2024-02-17,7,8416
354,2024-02-17,7,9470
350,2024-02-17,7,9504
346,2024-02-24,8,10010
336,2024-02-17,7,15149
337,2024-02-17,7,8416
783,2024-02-24,8,10010
988,2024-02-17,7,0
348,2024-02-24,8,10010
1046,2024-02-17,7,0
339,2024-02-17,7,16412
978,2024-02-17,7,0
358,2024-02-17,7,6312
321,2024-02-24,8,10010
319,2024-02-17,7,8416
359,2024-02-17,7,10099
322,2024-02-24,8,10010
331,2024-02-17,7,8416
654,2024-02-24,8,10010
285,2024-02-17,7,8837
327,2024-02-17,7,7995
655,2024-02-24,8,10010
282,2024-02-24,8,12009
332,2024-02-24,8,17728
543,2024-02-24,8,8578
347,2024-02-24,8,14297
335,2024-02-17,7,11579
784,2024-02-24,8,8578
356,2024-02-17,7,11579
357,2024-02-17,7,11579
284,2024-02-17,7,11579
349,2024-02-24,8,12865
773,2024-02-24,8,8578
351,2024-02-24,8,19444
324,2024-02-24,8,16584
329,2024-02-24,8,8578
320,2024-02-24,8,23447
350,2024-02-24,8,12865
283,2024-02-24,8,12865
392,2024-02-24,8,14297
498,2024-02-24,8,8578
354,2024-02-24,8,12865
352,2024-02-24,8,17156
353,2024-02-24,8,13725
326,2024-02-24,8,16584
704,2024-02-24,8,8578
333,2024-02-24,8,16584
334,2024-02-24,8,11437
338,2024-02-17,7,13255
335,2024-02-24,8,15729
356,2024-02-24,8,15729
336,2024-02-24,8,20587
337,2024-02-24,8,11437
357,2024-02-24,8,15729
988,2024-02-24,8,0
284,2024-02-24,8,15729
1046,2024-02-24,8,0
339,2024-02-24,8,22303
978,2024-02-24,8,0
358,2024-02-24,8,8578
330,2024-02-17,7,15770
319,2024-02-24,8,11437
359,2024-02-24,8,13725
338,2024-02-24,8,18019
331,2024-02-24,8,11437
330,2024-02-24,8,21447
285,2024-02-24,8,12009
327,2024-02-24,8,10866
346,2024-03-02,9,9064
282,2024-03-02,9,10876
332,2024-03-02,9,16056
543,2024-03-02,9,7769
347,2024-03-02,9,12948
783,2024-03-02,9,9064
784,2024-03-02,9,7769
348,2024-03-02,9,9064
349,2024-03-02,9,11653
330,2024-03-02,9,19422
350,2024-03-02,9,11653
